"Year" "Month" "NAO"
"1660" 1960 "April" 1.928
"1661" 1960 "May" 0.066
"1662" 1960 "June" -0.408
"1663" 1960 "Jul" 0.182
"1664" 1960 "Aug" -1.839
"1665" 1960 "Sept" 0.235
"1666" 1960 "Oct" -3.083
"1667" 1960 "Nov" 1.402
"1668" 1960 "Dec" 0.456
"1669" 1961 "Jan" 1.465
"1670" 1961 "Feb" 4.063
"1671" 1961 "Mar" 2.082
"1672" 1961 "April" 0.713
"1673" 1961 "May" -0.941
"1674" 1961 "June" 2.128
"1675" 1961 "Jul" 0.631
"1676" 1961 "Aug" 3.382
"1677" 1961 "Sept" 2.005
"1678" 1961 "Oct" 1.003
"1679" 1961 "Nov" -2.154
"1680" 1961 "Dec" -1.723
"1681" 1962 "Jan" 2.442
"1682" 1962 "Feb" 0.773
"1683" 1962 "Mar" -3.776
"1684" 1962 "April" 0.741
"1685" 1962 "May" -0.101
"1686" 1962 "June" 1.407
"1687" 1962 "Jul" -2.099
"1688" 1962 "Aug" 2.279
"1689" 1962 "Sept" 0.022
"1690" 1962 "Oct" -0.344
"1691" 1962 "Nov" -2.234
"1692" 1962 "Dec" -0.661
"1693" 1963 "Jan" -4.085
"1694" 1963 "Feb" -1.903
"1695" 1963 "Mar" 2.788
"1696" 1963 "April" -0.461
"1697" 1963 "May" 1.907
"1698" 1963 "June" -1.77
"1699" 1963 "Jul" -0.653
"1700" 1963 "Aug" -0.962
"1701" 1963 "Sept" 0.939
"1702" 1963 "Oct" 2.79
"1703" 1963 "Nov" -0.153
"1704" 1963 "Dec" -3.088
"1705" 1964 "Jan" 0.932
"1706" 1964 "Feb" -0.132
"1707" 1964 "Mar" -0.768
"1708" 1964 "April" 0.95
"1709" 1964 "May" 2.513
"1710" 1964 "June" -1.852
"1711" 1964 "Jul" 2.439
"1712" 1964 "Aug" -2.463
"1713" 1964 "Sept" 0.5
"1714" 1964 "Oct" 0.635
"1715" 1964 "Nov" 1.332
"1716" 1964 "Dec" -1.239
"1717" 1965 "Jan" 0.01
"1718" 1965 "Feb" -3.027
"1719" 1965 "Mar" 0.234
"1720" 1965 "April" 2.137
"1721" 1965 "May" -0.082
"1722" 1965 "June" 0.873
"1723" 1965 "Jul" -1.71
"1724" 1965 "Aug" 1.593
"1725" 1965 "Sept" -1.011
"1726" 1965 "Oct" -1.258
"1727" 1965 "Nov" -1.784
"1728" 1965 "Dec" 1.236
"1729" 1966 "Jan" -1.009
"1730" 1966 "Feb" -0.376
"1731" 1966 "Mar" 1.047
"1732" 1966 "April" 1.183
"1733" 1966 "May" 1.506
"1734" 1966 "June" 0.823
"1735" 1966 "Jul" -1.992
"1736" 1966 "Aug" -2.034
"1737" 1966 "Sept" -0.469
"1738" 1966 "Oct" -2.893
"1739" 1966 "Nov" -0.074
"1740" 1966 "Dec" 1.683
"1741" 1967 "Jan" 0.041
"1742" 1967 "Feb" 1.698
"1743" 1967 "Mar" 3.002
"1744" 1967 "April" -0.764
"1745" 1967 "May" -0.457
"1746" 1967 "June" 1.959
"1747" 1967 "Jul" 1.438
"1748" 1967 "Aug" -0.41
"1749" 1967 "Sept" 0.321
"1750" 1967 "Oct" 1.336
"1751" 1967 "Nov" -0.906
"1752" 1967 "Dec" -0.527
"1753" 1968 "Jan" 1.647
"1754" 1968 "Feb" -1.534
"1755" 1968 "Mar" 0.343
"1756" 1968 "April" -0.707
"1757" 1968 "May" -1.504
"1758" 1968 "June" 0.948
"1759" 1968 "Jul" -1.956
"1760" 1968 "Aug" -1.452
"1761" 1968 "Sept" 0.5
"1762" 1968 "Oct" 0.028
"1763" 1968 "Nov" -2.001
"1764" 1968 "Dec" -1.729
"1765" 1969 "Jan" -1.638
"1766" 1969 "Feb" -3.164
"1767" 1969 "Mar" -1.812
"1768" 1969 "April" 1.113
"1769" 1969 "May" -0.227
"1770" 1969 "June" -1.174
"1771" 1969 "Jul" 3.695
"1772" 1969 "Aug" -1.617
"1773" 1969 "Sept" 0.385
"1774" 1969 "Oct" 0.704
"1775" 1969 "Nov" -1.278
"1776" 1969 "Dec" -0.264
"1777" 1970 "Jan" -1.165
"1778" 1970 "Feb" 1.101
"1779" 1970 "Mar" -1.78
"1780" 1970 "April" 2.525
"1781" 1970 "May" 1.867
"1782" 1970 "June" -0.106
"1783" 1970 "Jul" 0.265
"1784" 1970 "Aug" -0.196
"1785" 1970 "Sept" 0.47
"1786" 1970 "Oct" 0
"1787" 1970 "Nov" 0.763
"1788" 1970 "Dec" -1.582
"1789" 1971 "Jan" -0.434
"1790" 1971 "Feb" 1.213
"1791" 1971 "Mar" -1.756
"1792" 1971 "April" -3.152
"1793" 1971 "May" -0.616
"1794" 1971 "June" -1.325
"1795" 1971 "Jul" -1.038
"1796" 1971 "Aug" 0.074
"1797" 1971 "Sept" -0.542
"1798" 1971 "Oct" 1.628
"1799" 1971 "Nov" -1.461
"1800" 1971 "Dec" 0.756
"1801" 1972 "Jan" -0.522
"1802" 1972 "Feb" -0.202
"1803" 1972 "Mar" 0.262
"1804" 1972 "April" 0.219
"1805" 1972 "May" 1.235
"1806" 1972 "June" 1.065
"1807" 1972 "Jul" 0.408
"1808" 1972 "Aug" 0.111
"1809" 1972 "Sept" -4.114
"1810" 1972 "Oct" -1.735
"1811" 1972 "Nov" 0.643
"1812" 1972 "Dec" 2.107
"1813" 1973 "Jan" 1.373
"1814" 1973 "Feb" 1.217
"1815" 1973 "Mar" 1.037
"1816" 1973 "April" -2.606
"1817" 1973 "May" 0.372
"1818" 1973 "June" 0.83
"1819" 1973 "Jul" -1.853
"1820" 1973 "Aug" 2.32
"1821" 1973 "Sept" -0.793
"1822" 1973 "Oct" -1.029
"1823" 1973 "Nov" -0.264
"1824" 1973 "Dec" -1.654
"1825" 1974 "Jan" 3.749
"1826" 1974 "Feb" 0.683
"1827" 1974 "Mar" -0.812
"1828" 1974 "April" -2.297
"1829" 1974 "May" -0.009
"1830" 1974 "June" -0.144
"1831" 1974 "Jul" 2.074
"1832" 1974 "Aug" 0.888
"1833" 1974 "Sept" 0.115
"1834" 1974 "Oct" -1.44
"1835" 1974 "Nov" 1.27
"1836" 1974 "Dec" 3.061
"1837" 1975 "Jan" 2.431
"1838" 1975 "Feb" 0.397
"1839" 1975 "Mar" -1.256
"1840" 1975 "April" -0.845
"1841" 1975 "May" -2.423
"1842" 1975 "June" 0.18
"1843" 1975 "Jul" 0.631
"1844" 1975 "Aug" 0.081
"1845" 1975 "Sept" 1.749
"1846" 1975 "Oct" 0.395
"1847" 1975 "Nov" 0.86
"1848" 1975 "Dec" -1.572
"1849" 1976 "Jan" 0.752
"1850" 1976 "Feb" 1.295
"1851" 1976 "Mar" 1.875
"1852" 1976 "April" -1.531
"1853" 1976 "May" 1.199
"1854" 1976 "June" 1.764
"1855" 1976 "Jul" -0.573
"1856" 1976 "Aug" 0.624
"1857" 1976 "Sept" -3.464
"1858" 1976 "Oct" -0.635
"1859" 1976 "Nov" 1.501
"1860" 1976 "Dec" -3.629
"1861" 1977 "Jan" -2.36
"1862" 1977 "Feb" 0.278
"1863" 1977 "Mar" 1.326
"1864" 1977 "April" 1.073
"1865" 1977 "May" -1.618
"1866" 1977 "June" -0.887
"1867" 1977 "Jul" -1.138
"1868" 1977 "Aug" -1.422
"1869" 1977 "Sept" 1.64
"1870" 1977 "Oct" 0.451
"1871" 1977 "Nov" 0.374
"1872" 1977 "Dec" -0.251
"1873" 1978 "Jan" 0.455
"1874" 1978 "Feb" -1.992
"1875" 1978 "Mar" 3.098
"1876" 1978 "April" -3.12
"1877" 1978 "May" 0.371
"1878" 1978 "June" 0.145
"1879" 1978 "Jul" -0.327
"1880" 1978 "Aug" 0.046
"1881" 1978 "Sept" 1.962
"1882" 1978 "Oct" 0.019
"1883" 1978 "Nov" 3.909
"1884" 1978 "Dec" -2.078
"1885" 1979 "Jan" -3.217
"1886" 1979 "Feb" -0.618
"1887" 1979 "Mar" 0.544
"1888" 1979 "April" -0.787
"1889" 1979 "May" 0.996
"1890" 1979 "June" 0.446
"1891" 1979 "Jul" 2.527
"1892" 1979 "Aug" -0.85
"1893" 1979 "Sept" 1.124
"1894" 1979 "Oct" -1.949
"1895" 1979 "Nov" 1.952
"1896" 1979 "Dec" 2.075
"1897" 1980 "Jan" -1.803
"1898" 1980 "Feb" 0.703
"1899" 1980 "Mar" -0.682
"1900" 1980 "April" 0.032
"1901" 1980 "May" -2.264
"1902" 1980 "June" -0.205
"1903" 1980 "Jul" -0.907
"1904" 1980 "Aug" 0.296
"1905" 1980 "Sept" 1.716
"1906" 1980 "Oct" -0.869
"1907" 1980 "Nov" -2.062
"1908" 1980 "Dec" 1.546
"1909" 1981 "Jan" 1.005
"1910" 1981 "Feb" 1.038
"1911" 1981 "Mar" 0.01
"1912" 1981 "April" -3.036
"1913" 1981 "May" 0.045
"1914" 1981 "June" -1.573
"1915" 1981 "Jul" 1.74
"1916" 1981 "Aug" 1.011
"1917" 1981 "Sept" 0.268
"1918" 1981 "Oct" -1.058
"1919" 1981 "Nov" 1.657
"1920" 1981 "Dec" -2.199
"1921" 1982 "Jan" -0.718
"1922" 1982 "Feb" 2.254
"1923" 1982 "Mar" 1.662
"1924" 1982 "April" -0.987
"1925" 1982 "May" 1.099
"1926" 1982 "June" -1.86
"1927" 1982 "Jul" -0.653
"1928" 1982 "Aug" 1.45
"1929" 1982 "Sept" 1.079
"1930" 1982 "Oct" 0.323
"1931" 1982 "Nov" 1.712
"1932" 1982 "Dec" 2.644
"1933" 1983 "Jan" 4.824
"1934" 1983 "Feb" -1.25
"1935" 1983 "Mar" 1.788
"1936" 1983 "April" -1.008
"1937" 1983 "May" -0.568
"1938" 1983 "June" 0.543
"1939" 1983 "Jul" -0.752
"1940" 1983 "Aug" 0.561
"1941" 1983 "Sept" -0.651
"1942" 1983 "Oct" 2.059
"1943" 1983 "Nov" -2.281
"1944" 1983 "Dec" 0.833
"1945" 1984 "Jan" 2.534
"1946" 1984 "Feb" 1.733
"1947" 1984 "Mar" -2.123
"1948" 1984 "April" 0.328
"1949" 1984 "May" -2.344
"1950" 1984 "June" 0.327
"1951" 1984 "Jul" 0.933
"1952" 1984 "Aug" 0.996
"1953" 1984 "Sept" -1.314
"1954" 1984 "Oct" 1.664
"1955" 1984 "Nov" -1.165
"1956" 1984 "Dec" 1.515
"1957" 1985 "Jan" -2.869
"1958" 1985 "Feb" -0.241
"1959" 1985 "Mar" 0.069
"1960" 1985 "April" 0.341
"1961" 1985 "May" -2.129
"1962" 1985 "June" -1.076
"1963" 1985 "Jul" 1.092
"1964" 1985 "Aug" 2.329
"1965" 1985 "Sept" 0.003
"1966" 1985 "Oct" 0.144
"1967" 1985 "Nov" -2.854
"1968" 1985 "Dec" -0.434
"1969" 1986 "Jan" 1.456
"1970" 1986 "Feb" -4.023
"1971" 1986 "Mar" 2.863
"1972" 1986 "April" -0.935
"1973" 1986 "May" 2.158
"1974" 1986 "June" -1.288
"1975" 1986 "Jul" 0.877
"1976" 1986 "Aug" -2.207
"1977" 1986 "Sept" -1.336
"1978" 1986 "Oct" 2.272
"1979" 1986 "Nov" 3.408
"1980" 1986 "Dec" 3.423
"1981" 1987 "Jan" -2.116
"1982" 1987 "Feb" -0.237
"1983" 1987 "Mar" 0.286
"1984" 1987 "April" 2.593
"1985" 1987 "May" -0.813
"1986" 1987 "June" -0.577
"1987" 1987 "Jul" -1.245
"1988" 1987 "Aug" -2.99
"1989" 1987 "Sept" 1.268
"1990" 1987 "Oct" -0.799
"1991" 1987 "Nov" -0.667
"1992" 1987 "Dec" -0.805
"1993" 1988 "Jan" 0.528
"1994" 1988 "Feb" -0.107
"1995" 1988 "Mar" 0.778
"1996" 1988 "April" -2.393
"1997" 1988 "May" -1.241
"1998" 1988 "June" -2.747
"1999" 1988 "Jul" 1.462
"2000" 1988 "Aug" 0.732
"2001" 1988 "Sept" 0.804
"2002" 1988 "Oct" -2.021
"2003" 1988 "Nov" -1.474
"2004" 1988 "Dec" 1.85
"2005" 1989 "Jan" 3.535
"2006" 1989 "Feb" 3.61
"2007" 1989 "Mar" 2.449
"2008" 1989 "April" -0.478
"2009" 1989 "May" 1.157
"2010" 1989 "June" -0.526
"2011" 1989 "Jul" 0.576
"2012" 1989 "Aug" 1.759
"2013" 1989 "Sept" -0.956
"2014" 1989 "Oct" 0.875
"2015" 1989 "Nov" -2.972
"2016" 1989 "Dec" -2.232
"2017" 1990 "Jan" 3.499
"2018" 1990 "Feb" 5.112
"2019" 1990 "Mar" 3.115
"2020" 1990 "April" 1.77
"2021" 1990 "May" -1.195
"2022" 1990 "June" 0.417
"2023" 1990 "Jul" 1.43
"2024" 1990 "Aug" 3.306
"2025" 1990 "Sept" -0.989
"2026" 1990 "Oct" -0.593
"2027" 1990 "Nov" -1.48
"2028" 1990 "Dec" 0.343
"2029" 1991 "Jan" 1.869
"2030" 1991 "Feb" -0.02
"2031" 1991 "Mar" -1.366
"2032" 1991 "April" 1.485
"2033" 1991 "May" -0.041
"2034" 1991 "June" -0.315
"2035" 1991 "Jul" -0.279
"2036" 1991 "Aug" 2.706
"2037" 1991 "Sept" -1.117
"2038" 1991 "Oct" -1.768
"2039" 1991 "Nov" 1.676
"2040" 1991 "Dec" 1.236
"2041" 1992 "Jan" 0.645
"2042" 1992 "Feb" 3.184
"2043" 1992 "Mar" 1.659
"2044" 1992 "April" 1.318
"2045" 1992 "May" 0.795
"2046" 1992 "June" -1.74
"2047" 1992 "Jul" 1.044
"2048" 1992 "Aug" 3.969
"2049" 1992 "Sept" 0.993
"2050" 1992 "Oct" -3.334
"2051" 1992 "Nov" 4.521
"2052" 1992 "Dec" 0.211
"2053" 1993 "Jan" 3.909
"2054" 1993 "Feb" 0.111
"2055" 1993 "Mar" 1.472
"2056" 1993 "April" 0.831
"2057" 1993 "May" -2.594
"2058" 1993 "June" 0.161
"2059" 1993 "Jul" 0.635
"2060" 1993 "Aug" 0.751
"2061" 1993 "Sept" -2.603
"2062" 1993 "Oct" -4.129
"2063" 1993 "Nov" 0.774
"2064" 1993 "Dec" 2.174
"2065" 1994 "Jan" 1.281
"2066" 1994 "Feb" 0.072
"2067" 1994 "Mar" 3.676
"2068" 1994 "April" 1.377
"2069" 1994 "May" -1.435
"2070" 1994 "June" 2.985
"2071" 1994 "Jul" -0.089
"2072" 1994 "Aug" -1.586
"2073" 1994 "Sept" -2.852
"2074" 1994 "Oct" -1.876
"2075" 1994 "Nov" 1.682
"2076" 1994 "Dec" 2.856
"2077" 1995 "Jan" 2.696
"2078" 1995 "Feb" 3.133
"2079" 1995 "Mar" 1.057
"2080" 1995 "April" -1.809
"2081" 1995 "May" -0.364
"2082" 1995 "June" -3.359
"2083" 1995 "Jul" -0.959
"2084" 1995 "Aug" -1.331
"2085" 1995 "Sept" -1.546
"2086" 1995 "Oct" 1.222
"2087" 1995 "Nov" -2.729
"2088" 1995 "Dec" -3.333
"2089" 1996 "Jan" -3.27
"2090" 1996 "Feb" -0.116
"2091" 1996 "Mar" -2.57
"2092" 1996 "April" -0.308
"2093" 1996 "May" -1.497
"2094" 1996 "June" 1.426
"2095" 1996 "Jul" 1.466
"2096" 1996 "Aug" -0.191
"2097" 1996 "Sept" -2.233
"2098" 1996 "Oct" -0.068
"2099" 1996 "Nov" -0.051
"2100" 1996 "Dec" -4.704
"2101" 1997 "Jan" -1.946
"2102" 1997 "Feb" 5.258
"2103" 1997 "Mar" 2.088
"2104" 1997 "April" -0.969
"2105" 1997 "May" -1.346
"2106" 1997 "June" -4.049
"2107" 1997 "Jul" 1.18
"2108" 1997 "Aug" 1.777
"2109" 1997 "Sept" -0.674
"2110" 1997 "Oct" -2.259
"2111" 1997 "Nov" -0.993
"2112" 1997 "Dec" -0.202
"2113" 1998 "Jan" -0.282
"2114" 1998 "Feb" 2.437
"2115" 1998 "Mar" 1.241
"2116" 1998 "April" -0.388
"2117" 1998 "May" -1.264
"2118" 1998 "June" -0.846
"2119" 1998 "Jul" -0.573
"2120" 1998 "Aug" 1.797
"2121" 1998 "Sept" -3.479
"2122" 1998 "Oct" 1.345
"2123" 1998 "Nov" 1.126
"2124" 1998 "Dec" 1.947
"2125" 1999 "Jan" 0.902
"2126" 1999 "Feb" 1.799
"2127" 1999 "Mar" -0.725
"2128" 1999 "April" 0.429
"2129" 1999 "May" 1.028
"2130" 1999 "June" 1.385
"2131" 1999 "Jul" -1.845
"2132" 1999 "Aug" -3.671
"2133" 1999 "Sept" -0.512
"2134" 1999 "Oct" -0.691
"2135" 1999 "Nov" 0.3
"2136" 1999 "Dec" 2.128
"2137" 2000 "Jan" 0.345
"2138" 2000 "Feb" 4.374
"2139" 2000 "Mar" 0.536
"2140" 2000 "April" -3.343
"2141" 2000 "May" 0.312
"2142" 2000 "June" 0.893
"2143" 2000 "Jul" -2.986
"2144" 2000 "Aug" 0.782
"2145" 2000 "Sept" -1.098
"2146" 2000 "Oct" 1.37
"2147" 2000 "Nov" -0.236
"2148" 2000 "Dec" -1.413
"2149" 2001 "Jan" 0.019
"2150" 2001 "Feb" 0.068
"2151" 2001 "Mar" -0.681
"2152" 2001 "April" 1.244
"2153" 2001 "May" -0.095
"2154" 2001 "June" -1.329
"2155" 2001 "Jul" -1.122
"2156" 2001 "Aug" 1.638
"2157" 2001 "Sept" -3.835
"2158" 2001 "Oct" 0.876
"2159" 2001 "Nov" 0.009
"2160" 2001 "Dec" -2.25
"2161" 2002 "Jan" 2.313
"2162" 2002 "Feb" 3.006
"2163" 2002 "Mar" 0.09
"2164" 2002 "April" 0.905
"2165" 2002 "May" -0.052
"2166" 2002 "June" 0.898
"2167" 2002 "Jul" -0.709
"2168" 2002 "Aug" -0.61
"2169" 2002 "Sept" -3.579
"2170" 2002 "Oct" -1.502
"2171" 2002 "Nov" -0.274
"2172" 2002 "Dec" -0.984
"2173" 2003 "Jan" 0.15
"2174" 2003 "Feb" 1.339
"2175" 2003 "Mar" 1.077
"2176" 2003 "April" -1.741
"2177" 2003 "May" 1.166
"2178" 2003 "June" -0.855
"2179" 2003 "Jul" 0.086
"2180" 2003 "Aug" -0.987
"2181" 2003 "Sept" 0.349
"2182" 2003 "Oct" -3.681
"2183" 2003 "Nov" 0.313
"2184" 2003 "Dec" -0.851
"2185" 2004 "Jan" 0.197
"2186" 2004 "Feb" -1.233
"2187" 2004 "Mar" 1.07
"2188" 2004 "April" 1.081
"2189" 2004 "May" -0.667
"2190" 2004 "June" -0.385
"2191" 2004 "Jul" -0.295
"2192" 2004 "Aug" -0.757
"2193" 2004 "Sept" 2.509
"2194" 2004 "Oct" -2.178
"2195" 2004 "Nov" -0.545
"2196" 2004 "Dec" 1.27
"2197" 2005 "Jan" 1.824
"2198" 2005 "Feb" -2.246
"2199" 2005 "Mar" -1.294
"2200" 2005 "April" 0.712
"2201" 2005 "May" -0.13
"2202" 2005 "June" -1.005
"2203" 2005 "Jul" -0.084
"2204" 2005 "Aug" 0.938
"2205" 2005 "Sept" 0.501
"2206" 2005 "Oct" -0.454
"2207" 2005 "Nov" -1.014
"2208" 2005 "Dec" -0.814
"2209" 2006 "Jan" -0.1
"2210" 2006 "Feb" -1.239
"2211" 2006 "Mar" -1.118
"2212" 2006 "April" 0.572
"2213" 2006 "May" -0.221
"2214" 2006 "June" -0.414
"2215" 2006 "Jul" 0.83
"2216" 2006 "Aug" -2.47
"2217" 2006 "Sept" -1.022
"2218" 2006 "Oct" -1.972
"2219" 2006 "Nov" 2.004
"2220" 2006 "Dec" 3.031
"2221" 2007 "Jan" 1.763
"2222" 2007 "Feb" 0.42
"2223" 2007 "Mar" 2.029
"2224" 2007 "April" -0.099
"2225" 2007 "May" 0.623
"2226" 2007 "June" -3.339
"2227" 2007 "Jul" -1.054
"2228" 2007 "Aug" -3.406
"2229" 2007 "Sept" -1.181
"2230" 2007 "Oct" -0.024
"2231" 2007 "Nov" -1.668
"2232" 2007 "Dec" 1.358
"2233" 2008 "Jan" 1.85
"2234" 2008 "Feb" 1.79
"2235" 2008 "Mar" 0.372
"2236" 2008 "April" -2.022
"2237" 2008 "May" -3.258
"2238" 2008 "June" -1.62
"2239" 2008 "Jul" -1.134
"2240" 2008 "Aug" -0.208
"2241" 2008 "Sept" -2.067
"2242" 2008 "Oct" 0.009
"2243" 2008 "Nov" -1.296
"2244" 2008 "Dec" -0.577
"2245" 2009 "Jan" 0.597
"2246" 2009 "Feb" -1.428
"2247" 2009 "Mar" 0.151
"2248" 2009 "April" 1.736
"2249" 2009 "May" 1.517
"2250" 2009 "June" -3.051
"2251" 2009 "Jul" -0.919
"2252" 2009 "Aug" 1.065
"2253" 2009 "Sept" -0.634
"2254" 2009 "Oct" -1.53
"2255" 2009 "Nov" 1.684
"2256" 2009 "Dec" -3.73
"2257" 2010 "Jan" -2.379
"2258" 2010 "Feb" -3.924
"2259" 2010 "Mar" -0.801
"2260" 2010 "April" -1.03
"2261" 2010 "May" -1.658
"2262" 2010 "June" -3.653
"2263" 2010 "Jul" 0.062
"2264" 2010 "Aug" -2.015
"2265" 2010 "Sept" -2.382
"2266" 2010 "Oct" -2.411
"2267" 2010 "Nov" -3.344
"2268" 2010 "Dec" -4.605
"2269" 2011 "Jan" -1.378
"2270" 2011 "Feb" 2.791
"2271" 2011 "Mar" -0.17
"2272" 2011 "April" 2.394
"2273" 2011 "May" 1.084
"2274" 2011 "June" -1.577
"2275" 2011 "Jul" -3.391
"2276" 2011 "Aug" -2.414
"2277" 2011 "Sept" 2.967
"2278" 2011 "Oct" 1.306
"2279" 2011 "Nov" 0.743
"2280" 2011 "Dec" 3.196
"2281" 2012 "Jan" 2.054
"2282" 2012 "Feb" 1.279
"2283" 2012 "Mar" 1.784
"2284" 2012 "April" -2.358
"2285" 2012 "May" -0.828
"2286" 2012 "June" -2.576
"2287" 2012 "Jul" -1.313
"2288" 2012 "Aug" -0.435
"2289" 2012 "Sept" -1.439
"2290" 2012 "Oct" -3.207
"2291" 2012 "Nov" -1.108
"2292" 2012 "Dec" 0.599
"2293" 2013 "Jan" 1.084
"2294" 2013 "Feb" -0.264
"2295" 2013 "Mar" -3.745
"2296" 2013 "April" 0.032
"2297" 2013 "May" 1.231
"2298" 2013 "June" 1.405
"2299" 2013 "Jul" 2.519
"2300" 2013 "Aug" 2.159
"2301" 2013 "Sept" -0.568
"2302" 2013 "Oct" -0.362
"2303" 2013 "Nov" 0.043
"2304" 2013 "Dec" 3.543
"2305" 2014 "Jan" 0.71
"2306" 2014 "Feb" 2.316
"2307" 2014 "Mar" 1.637
"2308" 2014 "April" 0.837
"2309" 2014 "May" -0.077
"2310" 2014 "June" -1.982
"2311" 2014 "Jul" 0.909
"2312" 2014 "Aug" -1.136
"2313" 2014 "Sept" -2.096
"2314" 2014 "Oct" 0.308
"2315" 2014 "Nov" -2.17
"2316" 2014 "Dec" 1.886
"2317" 2015 "Jan" 2.812
"2318" 2015 "Feb" 1.471
"2319" 2015 "Mar" 1.986
"2320" 2015 "April" 1.034
"2321" 2015 "May" 2.089
"2322" 2015 "June" 0.28
"2323" 2015 "Jul" -2.155
"2324" 2015 "Aug" 1.474
"2325" 2015 "Sept" -1.648
"2326" 2015 "Oct" -1.131
"2327" 2015 "Nov" 3.541
"2328" 2015 "Dec" 4.218
"2329" 2016 "Jan" 1.165
"2330" 2016 "Feb" 1.609
"2331" 2016 "Mar" 0.328
"2332" 2016 "April" -2.06
"2333" 2016 "May" -0.825
"2334" 2016 "June" -1.272
"2335" 2016 "Jul" 2.185
"2336" 2016 "Aug" 2.137
"2337" 2016 "Sept" 2.446
"2338" 2016 "Oct" -1.468
"2339" 2016 "Nov" -1.61
"2340" 2016 "Dec" 2.099
"2341" 2017 "Jan" 0.172
"2342" 2017 "Feb" 1.379
"2343" 2017 "Mar" 1.05
"2344" 2017 "April" 1.504
"2345" 2017 "May" 0.383
"2346" 2017 "June" -0.55
"2347" 2017 "Jul" 0.102
"2348" 2017 "Aug" -0.037
"2349" 2017 "Sept" 1.425
"2350" 2017 "Oct" 1.361
"2351" 2017 "Nov" -0.901
"2352" 2017 "Dec" 1
"2353" 2018 "Jan" 1.819
"2354" 2018 "Feb" -0.098
"2355" 2018 "Mar" -1.124
"2356" 2018 "April" 2.373
"2357" 2018 "May" 2.009
"2358" 2018 "June" -1.397
"2359" 2018 "Jul" 3.831
"2360" 2018 "Aug" 1.255
"2361" 2018 "Sept" 0.446
"2362" 2018 "Oct" -1.175
"2363" 2018 "Nov" -1.281
"2364" 2018 "Dec" 1.931
"2365" 2019 "Jan" -0.358
"2366" 2019 "Feb" 1.896
"2367" 2019 "Mar" 2.392
"2368" 2019 "April" 1.704
"2369" 2019 "May" 2.046
"2370" 2019 "June" -2.825
"2371" 2019 "Jul" -2.787
"2372" 2019 "Aug" 0.101
"2373" 2019 "Sept" -0.324
